統計項目,行業代碼,行業別,資料期(民國年),統計值(指數),計量單位
營業額指數,451,商品批發經紀業,10310,91.04,110年=100
營業額指數,451,商品批發經紀業,10311,92.46,110年=100
營業額指數,451,商品批發經紀業,10312,99.61,110年=100
營業額指數,451,商品批發經紀業,10401,102.88,110年=100
營業額指數,451,商品批發經紀業,10402,88.58,110年=100
營業額指數,451,商品批發經紀業,10403,100.68,110年=100
營業額指數,451,商品批發經紀業,10404,102.50,110年=100
營業額指數,451,商品批發經紀業,10405,113.78,110年=100
營業額指數,451,商品批發經紀業,10406,112.34,110年=100
營業額指數,451,商品批發經紀業,10407,119.69,110年=100
營業額指數,451,商品批發經紀業,10408,109.16,110年=100
營業額指數,451,商品批發經紀業,10409,102.37,110年=100
營業額指數,451,商品批發經紀業,10410,104.26,110年=100
營業額指數,451,商品批發經紀業,10411,100.66,110年=100
營業額指數,451,商品批發經紀業,10412,114.02,110年=100
營業額指數,451,商品批發經紀業,10501,104.92,110年=100
營業額指數,451,商品批發經紀業,10502,81.17,110年=100
營業額指數,451,商品批發經紀業,10503,97.64,110年=100
營業額指數,451,商品批發經紀業,10504,96.80,110年=100
營業額指數,451,商品批發經紀業,10505,99.31,110年=100
營業額指數,451,商品批發經紀業,10506,105.25,110年=100
營業額指數,451,商品批發經紀業,10507,113.94,110年=100
營業額指數,451,商品批發經紀業,10508,106.87,110年=100
營業額指數,451,商品批發經紀業,10509,103.48,110年=100
營業額指數,451,商品批發經紀業,10510,106.19,110年=100
營業額指數,451,商品批發經紀業,10511,105.20,110年=100
營業額指數,451,商品批發經紀業,10512,100.60,110年=100
營業額指數,451,商品批發經紀業,10601,94.75,110年=100
營業額指數,451,商品批發經紀業,10602,78.24,110年=100
營業額指數,451,商品批發經紀業,10603,101.06,110年=100
營業額指數,451,商品批發經紀業,10604,92.71,110年=100
營業額指數,451,商品批發經紀業,10605,120.68,110年=100
營業額指數,451,商品批發經紀業,10606,135.06,110年=100
營業額指數,451,商品批發經紀業,10607,100.99,110年=100
營業額指數,451,商品批發經紀業,10608,106.75,110年=100
營業額指數,451,商品批發經紀業,10609,99.45,110年=100
營業額指數,451,商品批發經紀業,10610,93.69,110年=100
營業額指數,451,商品批發經紀業,10611,94.36,110年=100
營業額指數,451,商品批發經紀業,10612,90.40,110年=100
營業額指數,451,商品批發經紀業,10701,114.65,110年=100
營業額指數,451,商品批發經紀業,10702,77.59,110年=100
營業額指數,451,商品批發經紀業,10703,100.97,110年=100
營業額指數,451,商品批發經紀業,10704,88.51,110年=100
營業額指數,451,商品批發經紀業,10705,104.93,110年=100
營業額指數,451,商品批發經紀業,10706,129.10,110年=100
營業額指數,451,商品批發經紀業,10707,118.79,110年=100
營業額指數,451,商品批發經紀業,10708,101.06,110年=100
營業額指數,451,商品批發經紀業,10709,89.06,110年=100
營業額指數,451,商品批發經紀業,10710,76.36,110年=100
營業額指數,451,商品批發經紀業,10711,80.76,110年=100
營業額指數,451,商品批發經紀業,10712,79.67,110年=100
營業額指數,451,商品批發經紀業,10801,110.98,110年=100
營業額指數,451,商品批發經紀業,10802,73.38,110年=100
營業額指數,451,商品批發經紀業,10803,108.76,110年=100
營業額指數,451,商品批發經紀業,10804,95.54,110年=100
營業額指數,451,商品批發經紀業,10805,94.37,110年=100
營業額指數,451,商品批發經紀業,10806,111.35,110年=100
營業額指數,451,商品批發經紀業,10807,99.37,110年=100
營業額指數,451,商品批發經紀業,10808,110.13,110年=100
營業額指數,451,商品批發經紀業,10809,89.25,110年=100
營業額指數,451,商品批發經紀業,10810,92.06,110年=100
營業額指數,451,商品批發經紀業,10811,82.90,110年=100
營業額指數,451,商品批發經紀業,10812,81.82,110年=100
營業額指數,451,商品批發經紀業,10901,98.25,110年=100
營業額指數,451,商品批發經紀業,10902,84.58,110年=100
營業額指數,451,商品批發經紀業,10903,104.54,110年=100
營業額指數,451,商品批發經紀業,10904,93.38,110年=100
營業額指數,451,商品批發經紀業,10905,101.18,110年=100
營業額指數,451,商品批發經紀業,10906,111.68,110年=100
營業額指數,451,商品批發經紀業,10907,106.07,110年=100
營業額指數,451,商品批發經紀業,10908,102.51,110年=100
營業額指數,451,商品批發經紀業,10909,98.74,110年=100
營業額指數,451,商品批發經紀業,10910,91.27,110年=100
營業額指數,451,商品批發經紀業,10911,93.17,110年=100
營業額指數,451,商品批發經紀業,10912,97.47,110年=100
營業額指數,451,商品批發經紀業,11001,100.45,110年=100
營業額指數,451,商品批發經紀業,11002,91.08,110年=100
營業額指數,451,商品批發經紀業,11003,111.38,110年=100
營業額指數,451,商品批發經紀業,11004,92.88,110年=100
營業額指數,451,商品批發經紀業,11005,101.26,110年=100
營業額指數,451,商品批發經紀業,11006,106.64,110年=100
營業額指數,451,商品批發經紀業,11007,89.19,110年=100
營業額指數,451,商品批發經紀業,11008,106.03,110年=100
營業額指數,451,商品批發經紀業,11009,101.28,110年=100
營業額指數,451,商品批發經紀業,11010,99.67,110年=100
營業額指數,451,商品批發經紀業,11011,100.73,110年=100
營業額指數,451,商品批發經紀業,11012,99.43,110年=100
營業額指數,451,商品批發經紀業,11101,104.38,110年=100
營業額指數,451,商品批發經紀業,11102,77.74,110年=100
營業額指數,451,商品批發經紀業,11103,98.82,110年=100
營業額指數,451,商品批發經紀業,11104,92.22,110年=100
營業額指數,451,商品批發經紀業,11105,95.79,110年=100
營業額指數,451,商品批發經紀業,11106,100.57,110年=100
營業額指數,451,商品批發經紀業,11107,96.48,110年=100
營業額指數,451,商品批發經紀業,11108,100.67,110年=100
營業額指數,451,商品批發經紀業,11109,93.84,110年=100
營業額指數,451,商品批發經紀業,11110,87.89,110年=100
營業額指數,451,商品批發經紀業,11111,84.18,110年=100
營業額指數,451,商品批發經紀業,11112,91.23,110年=100
營業額指數,451,商品批發經紀業,11201,92.83,110年=100
營業額指數,451,商品批發經紀業,11202,92.77,110年=100
營業額指數,451,商品批發經紀業,11203,99.45,110年=100
營業額指數,451,商品批發經紀業,11204,92.91,110年=100
營業額指數,451,商品批發經紀業,11205,98.15,110年=100
營業額指數,451,商品批發經紀業,11206,92.49,110年=100
營業額指數,451,商品批發經紀業,11207,95.64,110年=100
營業額指數,451,商品批發經紀業,11208,97.40,110年=100
營業額指數,451,商品批發經紀業,11209,91.96,110年=100
營業額指數,451,商品批發經紀業,11210,88.26,110年=100
營業額指數,451,商品批發經紀業,11211,85.74,110年=100
營業額指數,451,商品批發經紀業,11212,91.43,110年=100
營業額指數,451,商品批發經紀業,11301,114.48,110年=100
營業額指數,451,商品批發經紀業,11302,88.79,110年=100
營業額指數,451,商品批發經紀業,11303,97.10,110年=100
營業額指數,451,商品批發經紀業,11304,96.26,110年=100
營業額指數,451,商品批發經紀業,11305,98.93,110年=100
營業額指數,451,商品批發經紀業,11306,92.82,110年=100
營業額指數,451,商品批發經紀業,11307,95.22,110年=100
營業額指數,451,商品批發經紀業,11308,102.69,110年=100
營業額指數,451,商品批發經紀業,11309,98.52,110年=100
營業額指數,451,商品批發經紀業,11310,90.73,110年=100
營業額指數,451,商品批發經紀業,11311,94.97,110年=100
營業額指數,451,商品批發經紀業,11312,104.25,110年=100
營業額指數,451,商品批發經紀業,11401,99.05,110年=100
營業額指數,451,商品批發經紀業,11402,93.01,110年=100
營業額指數,451,商品批發經紀業,11403,97.40,110年=100
營業額指數,451,商品批發經紀業,11404,86.03,110年=100
營業額指數,451,商品批發經紀業,11405,99.92,110年=100
營業額指數,451,商品批發經紀業,11406,104.96,110年=100
營業額指數,451,商品批發經紀業,11407,103.46,110年=100
營業額指數,451,商品批發經紀業,11408,101.02,110年=100
營業額指數,451,商品批發經紀業,11409,107.69,110年=100
營業額指數,451,商品批發經紀業,11410,90.74,110年=100
營業額指數,451,商品批發經紀業,11411,94.98,110年=100
營業額指數,451,商品批發經紀業,11412,112.62,110年=100
營業額指數,451,商品批發經紀業,11501,104.69,110年=100
營業額指數,451,商品批發經紀業,11502,81.95,110年=100
營業額指數,452,綜合商品批發業,08801,123.32,110年=100
營業額指數,452,綜合商品批發業,08802,127.76,110年=100
營業額指數,452,綜合商品批發業,08803,128.17,110年=100
營業額指數,452,綜合商品批發業,08804,130.82,110年=100
營業額指數,452,綜合商品批發業,08805,132.29,110年=100
營業額指數,452,綜合商品批發業,08806,135.77,110年=100
營業額指數,452,綜合商品批發業,08807,141.57,110年=100
營業額指數,452,綜合商品批發業,08808,139.99,110年=100
營業額指數,452,綜合商品批發業,08809,138.97,110年=100
營業額指數,452,綜合商品批發業,08810,135.47,110年=100
營業額指數,452,綜合商品批發業,08811,135.30,110年=100
營業額指數,452,綜合商品批發業,08812,145.71,110年=100
營業額指數,452,綜合商品批發業,08901,150.70,110年=100
營業額指數,452,綜合商品批發業,08902,141.37,110年=100
營業額指數,452,綜合商品批發業,08903,152.28,110年=100
營業額指數,452,綜合商品批發業,08904,152.72,110年=100
營業額指數,452,綜合商品批發業,08905,159.82,110年=100
營業額指數,452,綜合商品批發業,08906,159.02,110年=100
營業額指數,452,綜合商品批發業,08907,166.76,110年=100
營業額指數,452,綜合商品批發業,08908,167.41,110年=100
營業額指數,452,綜合商品批發業,08909,167.03,110年=100
營業額指數,452,綜合商品批發業,08910,160.02,110年=100
營業額指數,452,綜合商品批發業,08911,156.71,110年=100
營業額指數,452,綜合商品批發業,08912,155.41,110年=100
營業額指數,452,綜合商品批發業,09001,142.41,110年=100
營業額指數,452,綜合商品批發業,09002,137.89,110年=100
營業額指數,452,綜合商品批發業,09003,149.85,110年=100
營業額指數,452,綜合商品批發業,09004,144.82,110年=100
營業額指數,452,綜合商品批發業,09005,141.10,110年=100
營業額指數,452,綜合商品批發業,09006,141.62,110年=100
營業額指數,452,綜合商品批發業,09007,143.14,110年=100
營業額指數,452,綜合商品批發業,09008,147.77,110年=100
營業額指數,452,綜合商品批發業,09009,142.09,110年=100
營業額指數,452,綜合商品批發業,09010,146.93,110年=100
營業額指數,452,綜合商品批發業,09011,148.46,110年=100
營業額指數,452,綜合商品批發業,09012,159.00,110年=100
營業額指數,452,綜合商品批發業,09101,146.79,110年=100
營業額指數,452,綜合商品批發業,09102,132.99,110年=100
營業額指數,452,綜合商品批發業,09103,152.82,110年=100
營業額指數,452,綜合商品批發業,09104,147.01,110年=100
營業額指數,452,綜合商品批發業,09105,145.50,110年=100
營業額指數,452,綜合商品批發業,09106,152.19,110年=100
營業額指數,452,綜合商品批發業,09107,156.56,110年=100
營業額指數,452,綜合商品批發業,09108,156.71,110年=100
營業額指數,452,綜合商品批發業,09109,160.13,110年=100
營業額指數,452,綜合商品批發業,09110,163.33,110年=100
營業額指數,452,綜合商品批發業,09111,160.56,110年=100
營業額指數,452,綜合商品批發業,09112,165.55,110年=100
營業額指數,452,綜合商品批發業,09201,158.19,110年=100
營業額指數,452,綜合商品批發業,09202,136.64,110年=100
營業額指數,452,綜合商品批發業,09203,153.84,110年=100
營業額指數,452,綜合商品批發業,09204,146.99,110年=100
營業額指數,452,綜合商品批發業,09205,148.39,110年=100
營業額指數,452,綜合商品批發業,09206,156.81,110年=100
營業額指數,452,綜合商品批發業,09207,162.97,110年=100
營業額指數,452,綜合商品批發業,09208,168.87,110年=100
營業額指數,452,綜合商品批發業,09209,168.72,110年=100
營業額指數,452,綜合商品批發業,09210,171.61,110年=100
營業額指數,452,綜合商品批發業,09211,166.31,110年=100
營業額指數,452,綜合商品批發業,09212,187.95,110年=100
營業額指數,452,綜合商品批發業,09301,167.44,110年=100
營業額指數,452,綜合商品批發業,09302,179.17,110年=100
營業額指數,452,綜合商品批發業,09303,185.63,110年=100
營業額指數,452,綜合商品批發業,09304,173.66,110年=100
營業額指數,452,綜合商品批發業,09305,173.91,110年=100
營業額指數,452,綜合商品批發業,09306,176.23,110年=100
營業額指數,452,綜合商品批發業,09307,181.78,110年=100
營業額指數,452,綜合商品批發業,09308,176.07,110年=100
營業額指數,452,綜合商品批發業,09309,174.43,110年=100
營業額指數,452,綜合商品批發業,09310,172.35,110年=100
營業額指數,452,綜合商品批發業,09311,173.67,110年=100
營業額指數,452,綜合商品批發業,09312,176.86,110年=100
營業額指數,452,綜合商品批發業,09401,188.47,110年=100
營業額指數,452,綜合商品批發業,09402,154.52,110年=100
營業額指數,452,綜合商品批發業,09403,186.22,110年=100
營業額指數,452,綜合商品批發業,09404,175.09,110年=100
營業額指數,452,綜合商品批發業,09405,188.78,110年=100
營業額指數,452,綜合商品批發業,09406,188.24,110年=100
營業額指數,452,綜合商品批發業,09407,191.10,110年=100
營業額指數,452,綜合商品批發業,09408,195.57,110年=100
營業額指數,452,綜合商品批發業,09409,185.09,110年=100
營業額指數,452,綜合商品批發業,09410,182.58,110年=100
營業額指數,452,綜合商品批發業,09411,186.48,110年=100
營業額指數,452,綜合商品批發業,09412,189.41,110年=100
營業額指數,452,綜合商品批發業,09501,192.31,110年=100
