Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
總指數(指數基期：民國110年=100),1999M01,M,原始值,80.5
總指數(指數基期：民國110年=100),1999M01,M,年增率(%),0.4
總指數(指數基期：民國110年=100),1999M02,M,原始值,81.36
總指數(指數基期：民國110年=100),1999M02,M,年增率(%),2.1
總指數(指數基期：民國110年=100),1999M03,M,原始值,79.81
總指數(指數基期：民國110年=100),1999M03,M,年增率(%),-0.46
總指數(指數基期：民國110年=100),1999M04,M,原始值,80.38
總指數(指數基期：民國110年=100),1999M04,M,年增率(%),-0.09
總指數(指數基期：民國110年=100),1999M05,M,原始值,80.6
總指數(指數基期：民國110年=100),1999M05,M,年增率(%),0.5
總指數(指數基期：民國110年=100),1999M06,M,原始值,80.67
總指數(指數基期：民國110年=100),1999M06,M,年增率(%),-0.85
總指數(指數基期：民國110年=100),1999M07,M,原始值,80.16
總指數(指數基期：民國110年=100),1999M07,M,年增率(%),-0.83
總指數(指數基期：民國110年=100),1999M08,M,原始值,81.35
總指數(指數基期：民國110年=100),1999M08,M,年增率(%),1.14
總指數(指數基期：民國110年=100),1999M09,M,原始值,81.39
總指數(指數基期：民國110年=100),1999M09,M,年增率(%),0.58
總指數(指數基期：民國110年=100),1999M10,M,原始值,81.9
總指數(指數基期：民國110年=100),1999M10,M,年增率(%),0.42
總指數(指數基期：民國110年=100),1999M11,M,原始值,81.66
總指數(指數基期：民國110年=100),1999M11,M,年增率(%),-0.9
總指數(指數基期：民國110年=100),1999M12,M,原始值,81.17
總指數(指數基期：民國110年=100),1999M12,M,年增率(%),0.15
總指數(指數基期：民國110年=100),2000M01,M,原始值,80.91
總指數(指數基期：民國110年=100),2000M01,M,年增率(%),0.51
總指數(指數基期：民國110年=100),2000M02,M,原始值,82.11
總指數(指數基期：民國110年=100),2000M02,M,年增率(%),0.92
總指數(指數基期：民國110年=100),2000M03,M,原始值,80.7
總指數(指數基期：民國110年=100),2000M03,M,年增率(%),1.12
總指數(指數基期：民國110年=100),2000M04,M,原始值,81.37
總指數(指數基期：民國110年=100),2000M04,M,年增率(%),1.23
總指數(指數基期：民國110年=100),2000M05,M,原始值,81.88
總指數(指數基期：民國110年=100),2000M05,M,年增率(%),1.59
總指數(指數基期：民國110年=100),2000M06,M,原始值,81.77
總指數(指數基期：民國110年=100),2000M06,M,年增率(%),1.36
總指數(指數基期：民國110年=100),2000M07,M,原始值,81.32
總指數(指數基期：民國110年=100),2000M07,M,年增率(%),1.45
總指數(指數基期：民國110年=100),2000M08,M,原始值,81.57
總指數(指數基期：民國110年=100),2000M08,M,年增率(%),0.27
總指數(指數基期：民國110年=100),2000M09,M,原始值,82.71
總指數(指數基期：民國110年=100),2000M09,M,年增率(%),1.62
總指數(指數基期：民國110年=100),2000M10,M,原始值,82.73
總指數(指數基期：民國110年=100),2000M10,M,年增率(%),1.01
總指數(指數基期：民國110年=100),2000M11,M,原始值,83.5
總指數(指數基期：民國110年=100),2000M11,M,年增率(%),2.25
總指數(指數基期：民國110年=100),2000M12,M,原始值,82.5
總指數(指數基期：民國110年=100),2000M12,M,年增率(%),1.64
總指數(指數基期：民國110年=100),2001M01,M,原始值,82.82
總指數(指數基期：民國110年=100),2001M01,M,年增率(%),2.36
總指數(指數基期：民國110年=100),2001M02,M,原始值,81.27
總指數(指數基期：民國110年=100),2001M02,M,年增率(%),-1.02
總指數(指數基期：民國110年=100),2001M03,M,原始值,81.05
總指數(指數基期：民國110年=100),2001M03,M,年增率(%),0.43
總指數(指數基期：民國110年=100),2001M04,M,原始值,81.72
總指數(指數基期：民國110年=100),2001M04,M,年增率(%),0.43
總指數(指數基期：民國110年=100),2001M05,M,原始值,81.7
總指數(指數基期：民國110年=100),2001M05,M,年增率(%),-0.22
總指數(指數基期：民國110年=100),2001M06,M,原始值,81.65
總指數(指數基期：民國110年=100),2001M06,M,年增率(%),-0.15
總指數(指數基期：民國110年=100),2001M07,M,原始值,81.4
總指數(指數基期：民國110年=100),2001M07,M,年增率(%),0.1
總指數(指數基期：民國110年=100),2001M08,M,原始值,81.94
總指數(指數基期：民國110年=100),2001M08,M,年增率(%),0.45
總指數(指數基期：民國110年=100),2001M09,M,原始值,82.29
總指數(指數基期：民國110年=100),2001M09,M,年增率(%),-0.51
總指數(指數基期：民國110年=100),2001M10,M,原始值,83.54
總指數(指數基期：民國110年=100),2001M10,M,年增率(%),0.98
總指數(指數基期：民國110年=100),2001M11,M,原始值,82.55
總指數(指數基期：民國110年=100),2001M11,M,年增率(%),-1.14
總指數(指數基期：民國110年=100),2001M12,M,原始值,81.11
總指數(指數基期：民國110年=100),2001M12,M,年增率(%),-1.68
總指數(指數基期：民國110年=100),2002M01,M,原始值,81.43
總指數(指數基期：民國110年=100),2002M01,M,年增率(%),-1.68
總指數(指數基期：民國110年=100),2002M02,M,原始值,82.42
總指數(指數基期：民國110年=100),2002M02,M,年增率(%),1.42
總指數(指數基期：民國110年=100),2002M03,M,原始值,81.06
總指數(指數基期：民國110年=100),2002M03,M,年增率(%),0.01
總指數(指數基期：民國110年=100),2002M04,M,原始值,81.89
總指數(指數基期：民國110年=100),2002M04,M,年增率(%),0.21
總指數(指數基期：民國110年=100),2002M05,M,原始值,81.49
總指數(指數基期：民國110年=100),2002M05,M,年增率(%),-0.26
總指數(指數基期：民國110年=100),2002M06,M,原始值,81.74
總指數(指數基期：民國110年=100),2002M06,M,年增率(%),0.11
總指數(指數基期：民國110年=100),2002M07,M,原始值,81.75
總指數(指數基期：民國110年=100),2002M07,M,年增率(%),0.43
總指數(指數基期：民國110年=100),2002M08,M,原始值,81.72
總指數(指數基期：民國110年=100),2002M08,M,年增率(%),-0.27
總指數(指數基期：民國110年=100),2002M09,M,原始值,81.66
總指數(指數基期：民國110年=100),2002M09,M,年增率(%),-0.77
總指數(指數基期：民國110年=100),2002M10,M,原始值,82.12
總指數(指數基期：民國110年=100),2002M10,M,年增率(%),-1.7
總指數(指數基期：民國110年=100),2002M11,M,原始值,82.09
總指數(指數基期：民國110年=100),2002M11,M,年增率(%),-0.56
總指數(指數基期：民國110年=100),2002M12,M,原始值,81.74
總指數(指數基期：民國110年=100),2002M12,M,年增率(%),0.78
總指數(指數基期：民國110年=100),2003M01,M,原始值,82.31
總指數(指數基期：民國110年=100),2003M01,M,年增率(%),1.08
總指數(指數基期：民國110年=100),2003M02,M,原始值,81.17
總指數(指數基期：民國110年=100),2003M02,M,年增率(%),-1.52
總指數(指數基期：民國110年=100),2003M03,M,原始值,80.91
總指數(指數基期：民國110年=100),2003M03,M,年增率(%),-0.19
總指數(指數基期：民國110年=100),2003M04,M,原始值,81.79
總指數(指數基期：民國110年=100),2003M04,M,年增率(%),-0.12
總指數(指數基期：民國110年=100),2003M05,M,原始值,81.75
總指數(指數基期：民國110年=100),2003M05,M,年增率(%),0.32
總指數(指數基期：民國110年=100),2003M06,M,原始值,81.28
總指數(指數基期：民國110年=100),2003M06,M,年增率(%),-0.56
總指數(指數基期：民國110年=100),2003M07,M,原始值,80.94
總指數(指數基期：民國110年=100),2003M07,M,年增率(%),-0.99
總指數(指數基期：民國110年=100),2003M08,M,原始值,81.24
總指數(指數基期：民國110年=100),2003M08,M,年增率(%),-0.59
總指數(指數基期：民國110年=100),2003M09,M,原始值,81.49
總指數(指數基期：民國110年=100),2003M09,M,年增率(%),-0.21
總指數(指數基期：民國110年=100),2003M10,M,原始值,82.07
總指數(指數基期：民國110年=100),2003M10,M,年增率(%),-0.06
總指數(指數基期：民國110年=100),2003M11,M,原始值,81.71
總指數(指數基期：民國110年=100),2003M11,M,年增率(%),-0.46
總指數(指數基期：民國110年=100),2003M12,M,原始值,81.69
總指數(指數基期：民國110年=100),2003M12,M,年增率(%),-0.06
總指數(指數基期：民國110年=100),2004M01,M,原始值,82.32
總指數(指數基期：民國110年=100),2004M01,M,年增率(%),0.01
總指數(指數基期：民國110年=100),2004M02,M,原始值,81.69
總指數(指數基期：民國110年=100),2004M02,M,年增率(%),0.64
總指數(指數基期：民國110年=100),2004M03,M,原始值,81.63
總指數(指數基期：民國110年=100),2004M03,M,年增率(%),0.89
總指數(指數基期：民國110年=100),2004M04,M,原始值,82.57
總指數(指數基期：民國110年=100),2004M04,M,年增率(%),0.95
總指數(指數基期：民國110年=100),2004M05,M,原始值,82.49
總指數(指數基期：民國110年=100),2004M05,M,年增率(%),0.91
總指數(指數基期：民國110年=100),2004M06,M,原始值,82.69
總指數(指數基期：民國110年=100),2004M06,M,年增率(%),1.73
總指數(指數基期：民國110年=100),2004M07,M,原始值,83.63
總指數(指數基期：民國110年=100),2004M07,M,年增率(%),3.32
總指數(指數基期：民國110年=100),2004M08,M,原始值,83.31
總指數(指數基期：民國110年=100),2004M08,M,年增率(%),2.55
總指數(指數基期：民國110年=100),2004M09,M,原始值,83.76
總指數(指數基期：民國110年=100),2004M09,M,年增率(%),2.79
總指數(指數基期：民國110年=100),2004M10,M,原始值,84.03
總指數(指數基期：民國110年=100),2004M10,M,年增率(%),2.39
總指數(指數基期：民國110年=100),2004M11,M,原始值,82.95
總指數(指數基期：民國110年=100),2004M11,M,年增率(%),1.52
總指數(指數基期：民國110年=100),2004M12,M,原始值,83.01
總指數(指數基期：民國110年=100),2004M12,M,年增率(%),1.62
總指數(指數基期：民國110年=100),2005M01,M,原始值,82.72
總指數(指數基期：民國110年=100),2005M01,M,年增率(%),0.49
總指數(指數基期：民國110年=100),2005M02,M,原始值,83.27
總指數(指數基期：民國110年=100),2005M02,M,年增率(%),1.93
總指數(指數基期：民國110年=100),2005M03,M,原始值,83.51
總指數(指數基期：民國110年=100),2005M03,M,年增率(%),2.3
總指數(指數基期：民國110年=100),2005M04,M,原始值,83.93
總指數(指數基期：民國110年=100),2005M04,M,年增率(%),1.65
總指數(指數基期：民國110年=100),2005M05,M,原始值,84.39
總指數(指數基期：民國110年=100),2005M05,M,年增率(%),2.3
總指數(指數基期：民國110年=100),2005M06,M,原始值,84.66
總指數(指數基期：民國110年=100),2005M06,M,年增率(%),2.38
總指數(指數基期：民國110年=100),2005M07,M,原始值,85.65
總指數(指數基期：民國110年=100),2005M07,M,年增率(%),2.42
總指數(指數基期：民國110年=100),2005M08,M,原始值,86.28
總指數(指數基期：民國110年=100),2005M08,M,年增率(%),3.56
總指數(指數基期：民國110年=100),2005M09,M,原始值,86.41
總指數(指數基期：民國110年=100),2005M09,M,年增率(%),3.16
總指數(指數基期：民國110年=100),2005M10,M,原始值,86.34
總指數(指數基期：民國110年=100),2005M10,M,年增率(%),2.75
總指數(指數基期：民國110年=100),2005M11,M,原始值,85.03
總指數(指數基期：民國110年=100),2005M11,M,年增率(%),2.51
總指數(指數基期：民國110年=100),2005M12,M,原始值,84.84
總指數(指數基期：民國110年=100),2005M12,M,年增率(%),2.2
總指數(指數基期：民國110年=100),2006M01,M,原始值,84.94
總指數(指數基期：民國110年=100),2006M01,M,年增率(%),2.68
總指數(指數基期：民國110年=100),2006M02,M,原始值,84.09
總指數(指數基期：民國110年=100),2006M02,M,年增率(%),0.98
總指數(指數基期：民國110年=100),2006M03,M,原始值,83.86
總指數(指數基期：民國110年=100),2006M03,M,年增率(%),0.42
總指數(指數基期：民國110年=100),2006M04,M,原始值,84.96
總指數(指數基期：民國110年=100),2006M04,M,年增率(%),1.23
總指數(指數基期：民國110年=100),2006M05,M,原始值,85.73
總指數(指數基期：民國110年=100),2006M05,M,年增率(%),1.59
總指數(指數基期：民國110年=100),2006M06,M,原始值,86.13
總指數(指數基期：民國110年=100),2006M06,M,年增率(%),1.74
總指數(指數基期：民國110年=100),2006M07,M,原始值,86.32
總指數(指數基期：民國110年=100),2006M07,M,年增率(%),0.78
總指數(指數基期：民國110年=100),2006M08,M,原始值,85.8
總指數(指數基期：民國110年=100),2006M08,M,年增率(%),-0.56
總指數(指數基期：民國110年=100),2006M09,M,原始值,85.33
總指數(指數基期：民國110年=100),2006M09,M,年增率(%),-1.25
總指數(指數基期：民國110年=100),2006M10,M,原始值,85.31
總指數(指數基期：民國110年=100),2006M10,M,年增率(%),-1.19
總指數(指數基期：民國110年=100),2006M11,M,原始值,85.24
總指數(指數基期：民國110年=100),2006M11,M,年增率(%),0.25
總指數(指數基期：民國110年=100),2006M12,M,原始值,85.42
總指數(指數基期：民國110年=100),2006M12,M,年增率(%),0.68
總指數(指數基期：民國110年=100),2007M01,M,原始值,85.24
總指數(指數基期：民國110年=100),2007M01,M,年增率(%),0.35
總指數(指數基期：民國110年=100),2007M02,M,原始值,85.56
總指數(指數基期：民國110年=100),2007M02,M,年增率(%),1.75
總指數(指數基期：民國110年=100),2007M03,M,原始值,84.56
總指數(指數基期：民國110年=100),2007M03,M,年增率(%),0.83
總指數(指數基期：民國110年=100),2007M04,M,原始值,85.54
總指數(指數基期：民國110年=100),2007M04,M,年增率(%),0.68
總指數(指數基期：民國110年=100),2007M05,M,原始值,85.71
總指數(指數基期：民國110年=100),2007M05,M,年增率(%),-0.02
總指數(指數基期：民國110年=100),2007M06,M,原始值,86.24
總指數(指數基期：民國110年=100),2007M06,M,年增率(%),0.13
總指數(指數基期：民國110年=100),2007M07,M,原始值,86.04
總指數(指數基期：民國110年=100),2007M07,M,年增率(%),-0.32
總指數(指數基期：民國110年=100),2007M08,M,原始值,87.18
總指數(指數基期：民國110年=100),2007M08,M,年增率(%),1.61
總指數(指數基期：民國110年=100),2007M09,M,原始值,87.99
總指數(指數基期：民國110年=100),2007M09,M,年增率(%),3.12
總指數(指數基期：民國110年=100),2007M10,M,原始值,89.86
總指數(指數基期：民國110年=100),2007M10,M,年增率(%),5.33
